"User_ID sorted by SD","Ensembl_gene_id","symbol","cng_1","cng_2","cng_3","cng_4","wt_1","wt_2","wt_3","treatment30_1","treatment30_2","treatment30_3","treatment30_4"
" ENSMUSG00000096192","ENSMUSG00000096192","  Gm18856",8,20,3,17,2,1,1,12,3,20,8
" ENSMUSG00000033405","ENSMUSG00000033405","  Nudt15",32,24,9,5,7,20,14,11,28,29,37
" ENSMUSG00000071855","ENSMUSG00000071855","  Ccdc112",285,282,121,241,155,91,169,292,327,287,240
" ENSMUSG00000074500","ENSMUSG00000074500","  Zfp558",74,71,25,42,35,50,13,53,75,39,50
" ENSMUSG00000059895","ENSMUSG00000059895","  Ptp4a3",8821,7171,4300,5527,3598,3796,3759,9073,10660,7728,7024
" ENSMUSG00000022861","ENSMUSG00000022861","  Dgkg",702,490,317,499,905,1042,1364,611,862,795,760
" ENSMUSG00000105212","ENSMUSG00000105212","  Gm43557",17,19,10,30,4,0,7,16,13,16,22
" ENSMUSG00000021991","ENSMUSG00000021991","  Cacna2d3",4891,4769,5884,4994,6193,4270,3167,11140,11233,8067,7694
" ENSMUSG00000000861","ENSMUSG00000000861","  Bcl11a",19,54,4,10,12,7,8,15,14,15,19
" ENSMUSG00000115417","ENSMUSG00000115417","  Gm48949",30,33,6,18,17,8,28,22,4,7,18
" ENSMUSG00000117399","ENSMUSG00000117399","  ",112,158,63,83,47,40,64,57,43,120,57
" ENSMUSG00000030979","ENSMUSG00000030979","  Uros",184,200,99,224,141,98,100,237,327,243,233
" ENSMUSG00000053062","ENSMUSG00000053062","  Jam2",1069,719,252,651,788,705,822,830,1168,986,719
" ENSMUSG00000085467","ENSMUSG00000085467","  Gm11842",19,21,0,12,12,20,11,2,3,15,5
" ENSMUSG00000024842","ENSMUSG00000024842","  Cabp4",73,77,27,27,87,81,84,82,90,34,65
" ENSMUSG00000104524","ENSMUSG00000104524","  Gm37333",0,7,3,10,9,3,30,5,20,9,4
" ENSMUSG00000036040","ENSMUSG00000036040","  Adamtsl2",1075,764,314,955,1053,1068,1125,1109,1501,1100,800
" ENSMUSG00000030546","ENSMUSG00000030546","  Plin1",98,73,22,47,43,54,80,71,97,116,50
" ENSMUSG00000031519","ENSMUSG00000031519","  Asb5",48,40,13,23,28,18,12,44,64,32,43
" ENSMUSG00000097874","ENSMUSG00000097874","  C030010L15Rik",21,10,3,1,26,6,19,14,19,22,18
" ENSMUSG00000115318","ENSMUSG00000115318","  Gm49089",20,10,13,11,2,18,18,12,27,41,31
" ENSMUSG00000099893","ENSMUSG00000099893","  Gm29245",9,12,0,9,6,17,29,17,18,14,2
" ENSMUSG00000113402","ENSMUSG00000113402","  Gm40848",3,0,0,0,2,15,21,1,0,4,0
" ENSMUSG00000053178","ENSMUSG00000053178","  Mterf1b",21,14,2,2,17,6,10,17,31,5,9
" ENSMUSG00000005357","ENSMUSG00000005357","  Slc1a6",33,18,11,10,11,14,24,32,61,28,31
" ENSMUSG00000108232","ENSMUSG00000108232","  Gm43916",37,56,11,41,24,26,20,36,79,33,48
" ENSMUSG00000104374","ENSMUSG00000104374","  Gm37517",58,70,17,40,42,51,103,46,44,21,48
" ENSMUSG00000056018","ENSMUSG00000056018","  Ccdc7b",24,11,0,2,6,6,0,7,19,10,4
" ENSMUSG00000112064","ENSMUSG00000112064","  Gm47399",24,4,3,8,2,4,9,6,28,14,3
" ENSMUSG00000104448","ENSMUSG00000104448","  Gm37256",27,33,4,25,4,26,9,12,14,18,25
" ENSMUSG00000030849","ENSMUSG00000030849","  Fgfr2",41,17,2,22,23,29,10,27,28,12,18
" ENSMUSG00000036264","ENSMUSG00000036264","  Fstl4",263,257,91,188,246,274,523,224,289,298,278
" ENSMUSG00000027533","ENSMUSG00000027533","  Fabp5",45,41,5,21,21,35,28,22,46,47,35
" ENSMUSG00000002274","ENSMUSG00000002274","  Metrn",62,50,9,33,19,35,32,54,23,36,19
" ENSMUSG00000117284","ENSMUSG00000117284","  ",208,174,119,61,169,108,113,251,196,223,223
" ENSMUSG00000115955","ENSMUSG00000115955","  9530056E24Rik",25,23,17,10,11,19,33,2,32,7,21
" ENSMUSG00000042258","ENSMUSG00000042258","  Isl1",19158,17186,10047,12772,10150,8721,6695,19284,22630,17983,17155
" ENSMUSG00000108420","ENSMUSG00000108420","  Gm45141",70,65,29,28,44,17,26,43,73,76,53
" ENSMUSG00000079511","ENSMUSG00000079511","  Gm42688",132,76,46,81,32,85,47,87,142,91,102
" ENSMUSG00000111030","ENSMUSG00000111030","  Gm47234",18,12,1,21,12,12,17,14,31,42,14
" ENSMUSG00000105572","ENSMUSG00000105572","  Gm43300",91,50,34,25,57,85,93,84,90,94,103
" ENSMUSG00000030605","ENSMUSG00000030605","  Mfge8",293,475,246,312,289,133,163,479,441,322,358
" ENSMUSG00000106022","ENSMUSG00000106022","  Gm42929",6,16,7,5,23,39,17,18,18,25,35
" ENSMUSG00000114617","ENSMUSG00000114617","  Gm48766",2,26,4,0,7,2,0,1,11,0,2
" ENSMUSG00000066510","ENSMUSG00000066510","  Ankdd1a",18,9,0,10,11,14,18,15,43,13,10
" ENSMUSG00000074001","ENSMUSG00000074001","  Klhl40",10,0,0,1,9,4,22,14,13,2,9
" ENSMUSG00000045136","ENSMUSG00000045136","  Tubb2b",24,10,0,18,30,15,10,15,29,19,9
" ENSMUSG00000073838","ENSMUSG00000073838","  Tufm",113,123,32,84,100,66,89,128,186,120,108
" ENSMUSG00000027495","ENSMUSG00000027495","  Fam210b",93,78,23,36,63,41,91,89,105,56,74
" ENSMUSG00000017405","ENSMUSG00000017405","  Nek8",27,27,9,40,14,35,58,27,46,18,14
" ENSMUSG00000113687","ENSMUSG00000113687","  Gm49703",14,7,8,0,3,6,34,9,12,7,2
" ENSMUSG00000026986","ENSMUSG00000026986","  Hnmt",31,24,2,17,14,4,9,14,23,7,6
" ENSMUSG00000047428","ENSMUSG00000047428","  Dlk2",174,147,43,191,171,107,165,162,223,165,148
" ENSMUSG00000062296","ENSMUSG00000062296","  Trank1",6180,2428,2190,2443,4563,4407,3742,6374,5789,4314,5811
" ENSMUSG00000017723","ENSMUSG00000017723","  Wfdc2",15,21,0,5,1,3,0,3,8,0,0
" ENSMUSG00000030500","ENSMUSG00000030500","  Slc17a6",12,6,0,12,0,0,0,18,11,1,6
" ENSMUSG00000036972","ENSMUSG00000036972","  Zic4",6,6,0,11,18,9,4,16,20,17,0
" ENSMUSG00000025425","ENSMUSG00000025425","  St8sia5",694,594,277,556,898,818,1168,699,1107,990,648
" ENSMUSG00000061482","ENSMUSG00000061482","  Hist1h4d",128,164,77,74,76,43,65,43,129,120,106
" ENSMUSG00000042743","ENSMUSG00000042743","  Sgtb",53,93,18,24,61,38,41,60,73,68,66
" ENSMUSG00000027765","ENSMUSG00000027765","  P2ry1",17,4,0,0,7,0,13,11,14,8,0
" ENSMUSG00000109130","ENSMUSG00000109130","  Gm45187",63,52,27,26,38,60,105,34,69,100,54
" ENSMUSG00000027082","ENSMUSG00000027082","  Tfpi",10,32,11,25,3,4,25,28,12,16,11
" ENSMUSG00000102833","ENSMUSG00000102833","  Gm9694",2,4,2,12,8,26,12,1,0,4,1
" ENSMUSG00000112332","ENSMUSG00000112332","  4930466K18Rik",89,99,39,79,54,57,31,137,102,100,97
" ENSMUSG00000074771","ENSMUSG00000074771","  Ankef1",77,55,39,54,37,51,17,77,87,60,98
" ENSMUSG00000109495","ENSMUSG00000109495","  Gm47692",43,15,8,17,14,19,4,25,29,36,25
" ENSMUSG00000030000","ENSMUSG00000030000","  Add2",1399,1938,483,1290,1211,1091,1092,1177,2113,1399,827
" ENSMUSG00000109958","ENSMUSG00000109958","  Gm32786",35,12,13,21,14,41,56,16,9,26,16
" ENSMUSG00000075520","ENSMUSG00000075520","  Malrd1",41,39,17,32,44,25,82,29,86,38,23
" ENSMUSG00000109031","ENSMUSG00000109031","  Gm45201",77,65,20,42,29,82,101,74,54,62,75
" ENSMUSG00000027569","ENSMUSG00000027569","  Mrgbp",706,586,297,571,441,281,245,644,832,577,534
" ENSMUSG00000073771","ENSMUSG00000073771","  Btbd19",28,14,4,15,36,20,29,16,50,32,19
" ENSMUSG00000050288","ENSMUSG00000050288","  Fzd2",7,33,16,28,15,26,21,17,55,43,41
" ENSMUSG00000084826","ENSMUSG00000084826","  AI847159",10,20,4,4,32,26,21,9,6,23,10
" ENSMUSG00000112951","ENSMUSG00000112951","  ",22,0,0,0,8,6,10,0,0,3,0
" ENSMUSG00000101671","ENSMUSG00000101671","  Gm28221",319,262,96,207,315,272,400,276,456,366,307
" ENSMUSG00000102672","ENSMUSG00000102672","  Gm37105",14,20,0,10,22,32,10,6,19,20,10
" ENSMUSG00000097587","ENSMUSG00000097587","  4930578M01Rik",31,56,12,47,34,54,93,59,53,55,56
" ENSMUSG00000028655","ENSMUSG00000028655","  Mfsd2a",8,11,3,15,0,0,2,11,16,0,0
" ENSMUSG00000078235","ENSMUSG00000078235","  Fam43b",12,21,0,4,4,0,0,6,11,3,15
" ENSMUSG00000114535","ENSMUSG00000114535","  Gm47246",34,33,22,29,11,35,63,45,78,45,51
" ENSMUSG00000054582","ENSMUSG00000054582","  Pabpc1l",99,77,20,49,45,70,71,92,85,103,90
" ENSMUSG00000081339","ENSMUSG00000081339","  Gm16044",20,4,0,14,14,14,30,7,17,5,14
" ENSMUSG00000104114","ENSMUSG00000104114","  Gm37297",2,17,15,16,37,13,20,21,32,24,6
" ENSMUSG00000087617","ENSMUSG00000087617","  Gm14268",827,1045,629,795,561,578,398,1394,1477,978,913
" ENSMUSG00000090564","ENSMUSG00000090564","  A430057M04Rik",157,212,55,123,71,114,82,185,192,112,134
" ENSMUSG00000042745","ENSMUSG00000042745","  Id1",16,20,6,13,25,20,10,37,20,2,7
" ENSMUSG00000061414","ENSMUSG00000061414","  Cracr2a",21,7,16,21,9,3,12,15,45,12,6
" ENSMUSG00000004939","ENSMUSG00000004939","  Nmrk2",18,5,8,13,20,26,49,24,31,20,10
" ENSMUSG00000024014","ENSMUSG00000024014","  Pim1",562,515,164,306,311,304,302,484,622,568,477
" ENSMUSG00000113634","ENSMUSG00000113634","  Gm36756",11,24,5,2,21,26,33,11,25,18,16
" ENSMUSG00000023913","ENSMUSG00000023913","  Pla2g7",565,541,201,672,592,656,793,529,896,871,554
" ENSMUSG00000097399","ENSMUSG00000097399","  Gm26555",21,9,2,3,11,0,0,3,20,6,6
" ENSMUSG00000066613","ENSMUSG00000066613","  Zfp932",288,171,93,235,202,190,93,323,284,218,238
" ENSMUSG00000040447","ENSMUSG00000040447","  Spns2",145,133,54,81,139,151,211,184,257,158,141
" ENSMUSG00000114612","ENSMUSG00000114612","  Gm47550",117,58,42,50,35,74,116,64,124,100,110
" ENSMUSG00000020901","ENSMUSG00000020901","  Pik3r5",1586,1866,1189,1412,786,819,562,1597,1940,1374,1545
" ENSMUSG00000028631","ENSMUSG00000028631","  Kcnq4",29,9,3,10,19,16,4,22,36,16,13
" ENSMUSG00000050830","ENSMUSG00000050830","  Vwc2",267,183,52,203,212,129,166,189,216,194,171
" ENSMUSG00000074743","ENSMUSG00000074743","  Thbd",22,2,0,16,5,5,0,4,9,14,2
" ENSMUSG00000105895","ENSMUSG00000105895","  Gm42829",77,92,34,64,39,25,33,65,90,95,47
" ENSMUSG00000110499","ENSMUSG00000110499","  Gm45873",1,4,1,0,3,16,23,4,8,0,2
" ENSMUSG00000097789","ENSMUSG00000097789","  Gm2115",67,56,17,43,32,16,38,13,38,35,21
" ENSMUSG00000001995","ENSMUSG00000001995","  Sipa1l2",119,115,48,34,121,59,106,124,133,96,99
" ENSMUSG00000040867","ENSMUSG00000040867","  Begain",179,156,66,143,140,119,161,308,216,166,82
" ENSMUSG00000024601","ENSMUSG00000024601","  Isoc1",84,68,32,39,41,29,13,69,52,42,53
" ENSMUSG00000069911","ENSMUSG00000069911","  Fam196b",8,28,7,15,2,0,0,9,6,10,5
" ENSMUSG00000015467","ENSMUSG00000015467","  Egfl8",106,64,20,76,31,33,32,67,43,49,42
" ENSMUSG00000041907","ENSMUSG00000041907","  Gpr45",40,28,6,20,25,31,31,19,49,38,10
" ENSMUSG00000093540","ENSMUSG00000093540","  4930505M18Rik",6,6,8,10,10,6,24,4,28,0,3
" ENSMUSG00000034156","ENSMUSG00000034156","  Tspoap1",8091,4503,2362,4868,4289,3949,3374,8257,7749,5875,6078
" ENSMUSG00000109341","ENSMUSG00000109341","  Gm30873",4,32,3,13,24,8,7,18,21,25,12
" ENSMUSG00000046719","ENSMUSG00000046719","  Nxph3",585,510,179,379,574,545,735,536,813,642,534
" ENSMUSG00000040258","ENSMUSG00000040258","  Nxph4",3,31,1,5,4,6,6,11,14,0,6
" ENSMUSG00000097491","ENSMUSG00000097491","  Gm2366",1,0,0,7,7,10,3,8,15,0,21
" ENSMUSG00000099556","ENSMUSG00000099556","  Gm28857",9,42,6,24,8,25,6,24,20,24,12
" ENSMUSG00000010362","ENSMUSG00000010362","  Rdm1",102,43,43,57,64,45,44,88,167,97,70
" ENSMUSG00000021596","ENSMUSG00000021596","  Mctp1",30,5,0,4,3,8,1,8,11,1,3
" ENSMUSG00000098488","ENSMUSG00000098488","  Pla2g4b",68,28,36,20,33,25,34,103,54,42,26
" ENSMUSG00000035653","ENSMUSG00000035653","  Lrfn5",7,12,0,9,12,0,2,17,24,5,7
" ENSMUSG00000043635","ENSMUSG00000043635","  Adamts3",8,15,2,7,28,3,3,20,13,4,3
" ENSMUSG00000070737","ENSMUSG00000070737","  Tmem35b",104,79,40,93,69,77,31,140,124,90,60
" ENSMUSG00000022075","ENSMUSG00000022075","  Rhobtb2",1263,967,578,802,1451,1630,2176,1328,1979,1717,1251
" ENSMUSG00000032698","ENSMUSG00000032698","  Lmo2",32,80,15,50,39,56,61,26,40,41,84
" ENSMUSG00000011305","ENSMUSG00000011305","  Plin5",11,11,11,3,33,7,22,16,16,40,11
" ENSMUSG00000106743","ENSMUSG00000106743","  Gm42847",8,8,5,3,26,14,38,15,17,7,18
" ENSMUSG00000034903","ENSMUSG00000034903","  Cobll1",17,5,0,12,26,12,2,8,6,1,10
" ENSMUSG00000092216","ENSMUSG00000092216","  Gm19345",11,14,0,21,5,7,0,15,16,7,18
" ENSMUSG00000032586","ENSMUSG00000032586","  Traip",144,102,57,127,235,183,265,196,162,131,179
" ENSMUSG00000068876","ENSMUSG00000068876","  Cgn",840,578,214,691,676,810,788,747,956,743,567
" ENSMUSG00000097401","ENSMUSG00000097401","  Gm26744",80,50,38,51,93,124,177,77,111,74,69
" ENSMUSG00000103713","ENSMUSG00000103713","  Gm2136",13,27,1,11,18,8,22,9,18,8,34
" ENSMUSG00000069273","ENSMUSG00000069273","  Hist1h3e",20,10,4,10,23,16,4,6,30,29,21
" ENSMUSG00000116180","ENSMUSG00000116180","  Gm49492",101,60,38,48,98,166,121,88,132,111,92
" ENSMUSG00000089713","ENSMUSG00000089713","  Gm16564",6,14,16,14,9,39,5,22,35,11,8
" ENSMUSG00000113626","ENSMUSG00000113626","  Gm7240",24,37,22,8,17,4,9,13,9,33,9
" ENSMUSG00000023393","ENSMUSG00000023393","  Slc17a9",14,3,3,2,9,21,30,9,14,9,20
" ENSMUSG00000098914","ENSMUSG00000098914","  Gm27747",32,7,13,3,6,1,0,4,5,10,7
" ENSMUSG00000081301","ENSMUSG00000081301","  Gm15951",0,8,0,14,2,4,23,8,3,16,6
" ENSMUSG00000027500","ENSMUSG00000027500","  Stmn2",34,45,8,19,14,34,29,36,54,47,39
" ENSMUSG00000053613","ENSMUSG00000053613","  Notumos",3,0,3,0,7,7,27,0,4,1,0
" ENSMUSG00000022040","ENSMUSG00000022040","  Ephx2",161,215,79,165,106,67,78,164,228,174,139
" ENSMUSG00000049482","ENSMUSG00000049482","  Ctu2",482,299,144,295,226,197,247,432,465,422,445
" ENSMUSG00000098087","ENSMUSG00000098087","  Gm17750",129,106,28,77,83,105,106,123,163,89,115
" ENSMUSG00000109446","ENSMUSG00000109446","  Gm9195",2494,2487,3377,1842,3425,2150,1806,3726,5713,4640,4618
" ENSMUSG00000102299","ENSMUSG00000102299","  Gm37539",37,21,2,10,16,11,9,21,15,29,7
" ENSMUSG00000051065","ENSMUSG00000051065","  Mb21d2",1612,2049,1058,1454,909,848,741,1614,2452,1870,1739
" ENSMUSG00000106791","ENSMUSG00000106791","  4930553P18Rik",14,31,6,16,27,6,19,11,40,34,14
" ENSMUSG00000117994","ENSMUSG00000117994","  ",2,11,0,2,15,13,1,10,14,0,14
" ENSMUSG00000106940","ENSMUSG00000106940","  Gm42930",4,16,9,5,19,20,39,12,25,26,25
" ENSMUSG00000114999","ENSMUSG00000114999","  Gm7962",101,45,21,47,35,42,22,47,31,70,70
" ENSMUSG00000025650","ENSMUSG00000025650","  Col7a1",3489,1705,824,2534,1985,2172,1557,3138,2602,1718,2178
" ENSMUSG00000039958","ENSMUSG00000039958","  Etfbkmt",152,110,26,74,107,78,87,87,134,101,88
" ENSMUSG00000056656","ENSMUSG00000056656","  Apol8",25,52,14,29,5,29,24,10,25,23,12
" ENSMUSG00000041921","ENSMUSG00000041921","  Metap1d",1296,650,381,842,568,620,515,1251,1167,929,892
" ENSMUSG00000097662","ENSMUSG00000097662","  Gm2093",18,4,12,9,5,34,23,6,10,30,16
" ENSMUSG00000019301","ENSMUSG00000019301","  Hsd17b1",30,18,9,25,32,8,2,21,26,18,11
" ENSMUSG00000021223","ENSMUSG00000021223","  Papln",73,34,19,11,44,22,33,42,37,55,23
" ENSMUSG00000090057","ENSMUSG00000090057","  Gm16333",27,6,6,3,11,29,28,10,19,23,14
" ENSMUSG00000110299","ENSMUSG00000110299","  Gm17910",10,6,9,9,4,41,18,18,7,26,19
" ENSMUSG00000045826","ENSMUSG00000045826","  Ptprcap",30,12,4,8,32,38,19,23,31,27,25
" ENSMUSG00000049985","ENSMUSG00000049985","  Ankrd55",10,35,3,14,12,16,5,26,26,20,26
" ENSMUSG00000071176","ENSMUSG00000071176","  Arhgef10",74,49,32,47,30,23,29,77,108,45,44
" ENSMUSG00000024899","ENSMUSG00000024899","  Papss2",80,47,29,68,27,32,28,46,96,57,25
" ENSMUSG00000033837","ENSMUSG00000033837","  Foxh1",1,3,4,8,3,3,36,6,2,6,3
" ENSMUSG00000035370","ENSMUSG00000035370","  Gm49322",47,32,33,55,31,9,44,46,81,50,40
" ENSMUSG00000071691","ENSMUSG00000071691","  Gm960",21,36,9,25,38,45,30,33,74,45,51
" ENSMUSG00000030406","ENSMUSG00000030406","  Gipr",10,13,4,13,1,9,22,0,2,0,4
" ENSMUSG00000072852","ENSMUSG00000072852","  2310040G07Rik",13,0,2,2,2,18,13,0,9,1,12
" ENSMUSG00000039070","ENSMUSG00000039070","  Cpa4",7,6,0,1,14,2,26,16,10,12,7
" ENSMUSG00000104449","ENSMUSG00000104449","  Gm37255",22,15,7,10,7,34,36,7,19,5,15
" ENSMUSG00000109829","ENSMUSG00000109829","  Gm45605",319,319,147,232,157,170,117,422,345,268,217
" ENSMUSG00000021838","ENSMUSG00000021838","  Samd4",102,40,44,46,71,121,126,109,107,124,98
" ENSMUSG00000030116","ENSMUSG00000030116","  Mfap5",17,5,6,0,0,6,11,3,24,12,12
" ENSMUSG00000053007","ENSMUSG00000053007","  Creb5",35,76,47,41,10,25,57,46,48,47,59
" ENSMUSG00000002057","ENSMUSG00000002057","  Foxn1",15,20,4,13,2,22,32,6,9,8,5
" ENSMUSG00000032243","ENSMUSG00000032243","  Itga11",293,185,83,202,234,206,344,131,259,303,159
" ENSMUSG00000106832","ENSMUSG00000106832","  Gm42632",107,79,33,53,31,61,38,80,104,57,104
" ENSMUSG00000029499","ENSMUSG00000029499","  Pxmp2",5,10,2,4,2,5,1,31,17,6,6
" ENSMUSG00000111722","ENSMUSG00000111722","  Gm47270",29,29,11,6,22,14,18,39,47,14,33
" ENSMUSG00000084843","ENSMUSG00000084843","  B230312C02Rik",12,3,2,2,0,0,3,17,21,4,8
" ENSMUSG00000063434","ENSMUSG00000063434","  Sorcs3",332,794,329,572,398,365,225,610,588,520,789
" ENSMUSG00000105822","ENSMUSG00000105822","  Gm42969",11,14,14,6,5,41,28,16,6,6,9
" ENSMUSG00000115376","ENSMUSG00000115376","  Gm35766",2,2,0,0,2,23,15,2,4,0,2
" ENSMUSG00000057072","ENSMUSG00000057072","  Spata45",38,9,8,15,39,25,35,37,24,10,18
" ENSMUSG00000043496","ENSMUSG00000043496","  Tril",69,72,26,82,63,95,142,87,127,88,52
" ENSMUSG00000092185","ENSMUSG00000092185","  Gm20416",9,34,3,11,21,13,6,20,23,24,30
" ENSMUSG00000099582","ENSMUSG00000099582","  Gm29014",4,27,7,2,5,0,8,8,13,15,19
" ENSMUSG00000053199","ENSMUSG00000053199","  Arhgap20",856,782,245,557,755,800,974,711,1018,821,951
" ENSMUSG00000061048","ENSMUSG00000061048","  Cdh3",19,6,0,8,13,3,0,17,8,13,1
" ENSMUSG00000020328","ENSMUSG00000020328","  Nudcd2",170,177,131,150,104,102,84,247,341,198,199
" ENSMUSG00000102009","ENSMUSG00000102009","  4933400F21Rik",7,44,31,14,31,45,53,20,33,28,39
" ENSMUSG00000097328","ENSMUSG00000097328","  Tnfsf12",55,52,12,27,67,52,81,50,37,57,55
" ENSMUSG00000027712","ENSMUSG00000027712","  Anxa5",156,161,52,78,99,50,82,137,162,104,71
" ENSMUSG00000063594","ENSMUSG00000063594","  Gng8",7,12,0,3,0,7,22,7,0,0,1
" ENSMUSG00000108883","ENSMUSG00000108883","  Gm44623",19,25,10,17,16,30,1,30,26,22,31
" ENSMUSG00000060600","ENSMUSG00000060600","  Eno3",291,218,75,175,263,220,247,363,291,222,287
" ENSMUSG00000033386","ENSMUSG00000033386","  Frrs1",48,18,10,23,25,10,29,25,39,31,7
" ENSMUSG00000028214","ENSMUSG00000028214","  Gem",3043,3728,2131,1979,1703,1570,1069,3125,3517,2885,2842
" ENSMUSG00000023987","ENSMUSG00000023987","  Pgc",161,161,54,121,152,191,196,154,261,208,101
" ENSMUSG00000014303","ENSMUSG00000014303","  Glis2",2552,2327,1366,1754,1322,1072,1034,2622,3177,2347,2365
" ENSMUSG00000012187","ENSMUSG00000012187","  Mogat1",144,61,83,95,28,61,55,106,127,77,72
" ENSMUSG00000051817","ENSMUSG00000051817","  Sox12",450,323,165,356,301,296,202,539,620,438,448
" ENSMUSG00000028832","ENSMUSG00000028832","  Stmn1",97,60,43,50,33,36,63,77,106,85,26
" ENSMUSG00000021696","ENSMUSG00000021696","  Elovl7",24,10,0,17,26,33,16,16,18,14,25
" ENSMUSG00000060586","ENSMUSG00000060586","  H2-Eb1",29,3,0,4,0,6,0,6,3,5,9
" ENSMUSG00000018593","ENSMUSG00000018593","  Sparc",620,475,177,564,314,499,391,684,730,493,441
" ENSMUSG00000047959","ENSMUSG00000047959","  Kcna3",456,385,228,400,551,677,948,400,778,666,520
" ENSMUSG00000083240","ENSMUSG00000083240","  Gm13453",6,16,7,13,4,5,2,14,21,33,17
" ENSMUSG00000041695","ENSMUSG00000041695","  Kcnj2",32,35,34,29,26,51,16,27,36,4,37
" ENSMUSG00000110147","ENSMUSG00000110147","  Gm45324",40,103,38,42,29,26,22,55,59,76,65
" ENSMUSG00000061742","ENSMUSG00000061742","  Slc22a12",12,10,19,19,4,2,7,5,19,27,25
" ENSMUSG00000096929","ENSMUSG00000096929","  A330023F24Rik",2913,1629,2247,3827,2102,1327,1521,4217,3668,2533,2943
" ENSMUSG00000064441","ENSMUSG00000064441","  Snord37",26,9,1,5,20,13,6,13,31,9,14
" ENSMUSG00000056553","ENSMUSG00000056553","  Ptprn2",851,770,263,533,710,483,542,669,1156,939,576
" ENSMUSG00000080971","ENSMUSG00000080971","  Gm16128",12,2,4,0,6,23,16,0,13,6,7
" ENSMUSG00000041592","ENSMUSG00000041592","  Sdk2",6957,6522,5683,5468,3034,3294,2452,6688,7567,6360,6638
" ENSMUSG00000022208","ENSMUSG00000022208","  Jph4",161,239,64,113,192,116,152,231,256,232,168
" ENSMUSG00000110249","ENSMUSG00000110249","  9330121K16Rik",32,15,5,17,10,18,46,24,22,10,8
" ENSMUSG00000107136","ENSMUSG00000107136","  Gm42466",9,4,23,13,15,8,27,9,12,12,46
" ENSMUSG00000015093","ENSMUSG00000015093","  Clic3",135,61,33,80,106,104,75,138,145,131,106
" ENSMUSG00000107368","ENSMUSG00000107368","  1700018A23Rik",82,138,55,81,70,35,61,89,162,118,108
" ENSMUSG00000032489","ENSMUSG00000032489","  Kif9",14,3,14,7,7,30,21,3,10,3,20
" ENSMUSG00000117375","ENSMUSG00000117375","  ",19,1,16,22,14,9,0,6,17,7,6
" ENSMUSG00000085971","ENSMUSG00000085971","  Gm15411",82,48,32,45,108,101,117,90,127,55,72
" ENSMUSG00000029660","ENSMUSG00000029660","  Tex26",45,17,7,19,32,33,51,35,44,37,45
" ENSMUSG00000078486","ENSMUSG00000078486","  Perm1",602,317,137,389,415,333,274,472,541,333,280
" ENSMUSG00000078789","ENSMUSG00000078789","  Dph1",805,813,602,571,393,361,290,776,1001,748,736
" ENSMUSG00000087312","ENSMUSG00000087312","  Gm13833",2,18,2,0,7,5,14,6,26,11,7
" ENSMUSG00000093129","ENSMUSG00000093129","  Gm24368",8,2,3,0,6,1,15,22,11,9,0
" ENSMUSG00000116505","ENSMUSG00000116505","  Gm10865",137,101,30,111,122,144,150,123,137,96,132
" ENSMUSG00000021290","ENSMUSG00000021290","  Atp5mpl",1642,1533,845,1161,730,795,828,1779,2215,1722,1513
" ENSMUSG00000102934","ENSMUSG00000102934","  Gm38117",11,2,3,2,3,17,25,5,1,5,14
" ENSMUSG00000022193","ENSMUSG00000022193","  Psmb5",130,165,85,87,190,118,91,199,290,233,133
" ENSMUSG00000073761","ENSMUSG00000073761","  4933427I04Rik",21,3,0,15,1,0,0,6,0,3,4
" ENSMUSG00000105374","ENSMUSG00000105374","  Gm42551",11,1,1,3,19,7,0,12,18,11,13
" ENSMUSG00000110422","ENSMUSG00000110422","  Gm17999",9,3,0,0,3,4,30,4,3,6,1
" ENSMUSG00000044712","ENSMUSG00000044712","  Slc38a6",268,116,63,206,166,129,128,201,251,175,216
" ENSMUSG00000022360","ENSMUSG00000022360","  Atad2",73,61,35,37,46,74,141,37,67,29,57
" ENSMUSG00000032322","ENSMUSG00000032322","  Pstpip1",19,21,4,15,32,19,21,16,52,25,9
" ENSMUSG00000020994","ENSMUSG00000020994","  Pnn",6869,4180,2265,4770,3630,3486,2321,6721,6294,4996,5358
" ENSMUSG00000021318","ENSMUSG00000021318","  Gli3",13,9,2,7,6,2,20,15,19,26,3
" ENSMUSG00000115837","ENSMUSG00000115837","  9130002K18Rik",9,20,10,29,6,27,42,24,17,10,34
" ENSMUSG00000023795","ENSMUSG00000023795","  Pisd-ps2",121,50,59,65,43,72,23,76,121,66,68
" ENSMUSG00000018648","ENSMUSG00000018648","  Dusp14",13,10,2,6,18,21,30,8,9,1,13
" ENSMUSG00000023345","ENSMUSG00000023345","  Poc1a",80,30,41,68,43,48,80,48,46,76,15
" ENSMUSG00000115591","ENSMUSG00000115591","  Gm31282",16,19,3,17,14,23,9,22,35,45,20
" ENSMUSG00000107205","ENSMUSG00000107205","  Gm42576",11,33,9,32,9,38,15,42,11,25,18
" ENSMUSG00000103662","ENSMUSG00000103662","  Gm34294",28,9,5,7,13,7,4,30,26,7,16
" ENSMUSG00000091037","ENSMUSG00000091037","  Gm17661",41,30,21,75,33,48,68,57,103,71,69
" ENSMUSG00000085511","ENSMUSG00000085511","  Gm11738",36,28,12,16,42,44,50,51,52,25,65
" ENSMUSG00000046070","ENSMUSG00000046070","  Igfals",1,4,1,0,3,8,23,11,2,4,16
